wt,RID,ev_ne,ev_adoption,ev_consider,ev_ee,ev_pnb,ev_intention,ev_personal.benefit,ev_self.efficacy,solar_ne,solar_adoption,solar_consider,solar_ee,solar_pnb,solar_intention,solar_personal.benefit,solar_self.efficacy,offset_ne,offset_adoption,offset_consider,offset_ee,offset_pnb,offset_intention,offset_personal.benefit,offset_self.efficacy,fw_ne,fw_adoption,fw_consider,fw_ee,fw_pnb,fw_intention,fw_personal.benefit,fw_self.efficacy,wave,ev_outcome.efficacy,solar_outcome.efficacy,community.solar_adoption,community.solar_consider,community.solar_intention,community.solar_ee,community.solar_pnb,community.solar_ne,community.solar_personal.benefit,community.solar_self.efficacy,community.solar_outcome.efficacy,offset_outcome.efficacy,beef_adoption,beef_consider,beef_intention,beef_ee,beef_pnb,beef_ne,beef_personal.benefit,beef_self.efficacy,beef_outcome.efficacy,hp_adoption,hp_consider,hp_intention,hp_ee,hp_pnb,hp_ne,hp_personal.benefit,hp_self.efficacy,hp_outcome.efficacy,ev_difficulty,solar_difficulty,community.solar_difficulty,offset_difficulty,hp_difficulty,beef_difficulty,fw_difficulty,fw_outcome.efficacy
0.96412849,646d15db-d1f9-37e3-56d1-a1b17425aa2e,5,1,NA,6,1,50,5,5,5,1,NA,5,1,50,5,5,7,1,NA,7,1,80,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2023,5,5,1,NA,80,10,1,7,5,5,5,5,0,0,50,6,1,6,5,5,5,1,NA,80,8,1,7,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA
0.709132425,646d15de-28b0-3d9c-ee6e-6486cd4bcaf0,0,0,0,1,0,10,1,5,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2023,2,2,0,0,0,1,1,1,1,1,2,2,1,NA,100,0,0,0,3,5,1,0,0,0,0,0,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA
0.547215649,646d15de-dc8e-50bc-7db6-a7d451237345,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,2,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,3,0,3,5,1,1,0,0,0,1,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
0.787983476,646d15e1-fa89-855f-3e34-21872a60ea8e,8,1,NA,6,1,80,5,5,5,0,0,4,1,30,2,5,7,0,1,7,1,60,4,4,NA,NA,NA,NA,NA,NA,NA,NA,2023,5,5,0,0,30,4,1,6,4,3,4,5,1,1,50,6,1,7,3,5,3,1,NA,50,7,1,6,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA
0.630079772,646d15ed-583b-075b-f39b-35204c594af9,8,0,0,0,1,50,4,4,5,0,0,0,1,0,5,1,10,0,0,0,1,20,5,3,NA,NA,NA,NA,NA,NA,NA,NA,2023,5,5,0,0,20,0,1,10,5,5,5,5,0,0,0,5,0,0,1,1,3,0,0,0,0,1,10,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA
1.59111075,646d15f3-f6b0-b888-8d40-4252d227e8ff,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1.510674279,646d1603-8697-7d32-dd23-477464459201,7,0,1,3,1,70,4,4,8,1,NA,4,1,70,5,4,8,1,NA,4,1,60,4,4,NA,NA,NA,NA,NA,NA,NA,NA,2023,4,4,1,NA,60,6,1,7,5,4,5,4,1,1,70,4,1,7,4,4,4,1,NA,60,4,1,7,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA
0.398526626,646d1605-b66a-7e73-45bd-c3362a0b061a,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,6,0,4,1,1,1,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1.064044214,646d1606-d290-1172-685d-c751cda2a2c9,0,0,1,1,0,10,2,2,1,0,1,1,1,0,2,1,1,0,0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,3,3,0,0,0,0,1,1,2,1,2,1,1,1,70,6,1,4,5,3,2,0,0,0,8,0,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
0.608116556,646d160a-e653-f5e7-3c88-8214f985d23e,2,0,1,2,0,50,3,2,2,0,0,2,0,10,3,3,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,3,3,0,0,0,0,0,0,2,2,2,1,0,0,10,2,0,2,2,2,2,1,NA,50,5,0,5,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA
1.687638482,646d160a-ee9c-ac43-179e-60250458410b,2,0,1,3,1,20,4,4,2,0,1,3,1,10,4,3,0,0,0,0,0,10,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2023,4,3,0,0,10,1,1,1,4,3,4,3,1,NA,100,5,1,6,5,5,5,0,0,0,2,0,0,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA
2.038846578,646d160e-8b42-a4bd-6270-8dec63948ea4,2,0,0,2,0,NA,2,2,6,0,1,4,1,10,3,3,5,0,0,2,1,30,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2023,4,3,0,0,10,0,1,7,3,2,3,3,1,1,70,7,1,7,3,4,3,0,0,10,2,1,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA
0.921348423,646d161f-4f88-7ecd-1f0a-87599e43d72a,8,0,1,4,1,90,5,4,8,1,NA,7,1,80,5,5,8,0,1,7,1,80,5,4,NA,NA,NA,NA,NA,NA,NA,NA,2023,5,5,0,1,70,7,1,8,4,4,4,5,0,1,80,4,1,7,4,4,5,1,NA,80,7,1,8,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA
1.778842458,646d1622-5d92-95c1-80c1-1880a06bb048,0,0,0,0,1,0,3,3,1,0,1,1,1,0,5,5,0,0,0,0,1,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,2023,4,5,0,0,0,1,0,0,5,4,5,4,1,1,90,3,1,4,5,4,5,0,0,0,0,1,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA
1.078484414,646d1623-887a-236e-f8aa-d4cb8d79be90,2,0,1,2,1,10,5,3,7,0,1,0,1,40,5,3,5,0,0,1,1,60,5,5,NA,NA,NA,NA,NA,NA,NA,NA,2023,5,5,0,0,20,0,1,5,5,3,5,5,1,1,40,3,1,4,5,3,4,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
0.805769599,646d1628-252a-5192-3bfb-3424c4816f24,1,0,1,0,1,10,3,2,3,0,1,0,1,10,3,1,3,0,0,0,1,10,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2023,5,5,0,0,10,1,1,1,3,1,5,4,0,1,70,2,0,1,4,4,2,0,0,30,0,1,5,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA
0.867995695,646d1638-8e30-002e-0f5c-dffec1623f22,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
0.592016112,646d163c-4fc7-a863-4ea1-2213b615bcd2,1,0,0,0,0,0,3,3,3,0,0,3,1,0,3,1,1,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,2,3,0,0,0,3,0,3,3,1,3,1,0,1,50,2,0,1,3,3,1,0,0,0,3,1,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA
0.566014287,646d163f-3730-e523-234f-bab8b969ae31,1,0,0,0,1,50,5,3,4,0,0,0,1,0,4,2,2,0,0,1,1,0,4,3,NA,NA,NA,NA,NA,NA,NA,NA,2023,4,3,0,0,0,0,1,7,4,3,4,4,0,0,0,0,0,0,2,2,2,0,1,0,1,1,0,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA
0.683999771,646d1642-9b0e-2105-4c59-2cb9fcea4d4c,2,0,1,0,1,50,5,3,10,0,0,0,1,0,4,3,10,0,0,1,1,70,5,5,NA,NA,NA,NA,NA,NA,NA,NA,2023,5,5,0,0,0,0,1,10,5,3,5,5,0,1,90,4,1,5,5,5,5,0,1,90,10,1,10,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA
0.481778619,646d24b8-67a9-4133-9d2d-d57607ea5d46,2,0,0,3,0,0,1,1,5,0,0,5,0,0,3,3,5,0,0,3,0,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,1,2,0,0,0,5,0,5,1,1,3,3,0,0,0,5,0,5,3,4,4,0,0,0,5,0,5,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA
1.292557704,646d24e2-e45f-6aca-3751-e51621509575,8,0,1,8,1,50,3,2,9,0,1,9,1,0,1,1,5,0,0,5,1,10,4,3,NA,NA,NA,NA,NA,NA,NA,NA,2023,2,3,NA,NA,0,8,1,8,3,1,1,3,1,1,100,10,1,10,4,5,2,0,0,40,5,1,5,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA
0.733838248,646d24e2-f53c-4603-5632-22bf6a86c602,2,0,0,2,0,20,3,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,3,2,0,0,0,0,0,0,3,2,2,1,0,0,30,3,0,3,2,4,1,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
0.913115446,646d24ef-a05a-ed58-ef0b-685298f64550,0,0,0,0,0,NA,1,1,0,0,1,0,1,0,5,1,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,1,1,0,0,0,0,1,0,5,1,1,1,1,1,100,0,1,1,5,5,1,1,NA,100,6,0,0,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA
1.028502972,646d24f0-150b-89aa-e16b-11e578ba0ef0,1,0,0,1,1,50,3,2,4,0,0,1,1,0,3,1,0,0,0,0,1,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,4,3,0,0,0,0,1,2,3,1,3,3,0,0,50,3,0,2,3,3,3,0,0,0,0,1,2,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA
0.538504129,646d24f6-4e7d-d1fd-d79d-019c658bece4,2,0,NA,2,0,0,1,1,3,0,0,3,0,0,2,1,2,0,0,3,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,2,3,0,0,0,2,0,2,2,1,2,1,1,NA,100,4,1,5,5,5,4,0,0,0,2,0,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA
1.646574364,646d24fb-8169-0e70-85c8-5db20c377249,1,0,0,0,0,0,1,1,1,0,0,0,0,0,3,1,2,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,1,2,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,0,0,2,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
0.816198072,646d24fc-8c63-59f0-cc0c-7cf187da9589,0,0,1,0,0,50,1,2,0,0,0,0,0,0,1,1,0,0,0,0,1,50,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2023,2,1,0,0,20,0,1,2,2,1,2,2,0,1,30,3,0,2,3,3,2,0,0,0,0,0,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA
0.455573693,646d2507-71ac-2369-5bd1-290920eb52e4,1,0,1,1,1,20,3,3,3,0,1,2,1,30,3,3,2,0,0,1,1,30,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2023,4,3,0,0,40,5,1,5,3,3,3,3,0,0,50,3,1,3,3,4,1,0,0,10,3,0,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA
1.414259822,646d250f-87b4-9532-e509-14e60207965d,0,0,0,1,0,0,1,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,1,1,0,0,0,0,0,0,3,3,2,3,1,1,60,4,0,0,3,4,1,0,0,30,5,0,4,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA
0.55948194,646d2515-7576-84e5-1983-7913c9733a7d,5,0,1,3,1,40,4,3,2,0,0,1,1,0,3,5,2,0,0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,5,5,0,0,0,0,0,0,2,1,2,2,1,1,50,7,1,10,3,5,1,1,NA,100,8,1,9,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA
1.060678261,646d2519-770d-0e1a-0f3e-c8f7f24dbfa1,5,0,1,0,1,60,4,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,4,1,0,0,0,0,0,0,2,1,2,2,1,1,80,0,0,0,5,4,1,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
0.422059295,646d251b-f9bd-f509-c3c3-2e990fad0812,0,0,1,1,0,30,2,1,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,2,2,0,1,50,2,1,4,2,2,3,1,0,1,50,4,0,4,1,1,1,0,0,0,3,0,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA
0.79342577,646d251f-2aac-7c32-1b3a-4a1325201017,5,0,NA,5,0,NA,1,1,5,0,0,5,0,0,3,3,5,0,0,5,0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2023,3,3,0,0,0,6,1,6,3,3,3,3,0,0,0,0,0,0,1,1,1,0,0,0,7,1,7,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA
0.520688396,646d2526-6a30-fd46-e7bc-4012dbcce08d,3,0,1,1,1,30,3,2,3,0,1,0,1,0,4,1,5,0,0,0,1,60,5,2,NA,NA,NA,NA,NA,NA,NA,NA,2023,5,4,0,0,20,0,1,4,4,2,5,3,1,1,80,4,1,2,5,3,4,0,0,0,0,0,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA
0.555028249,646d2529-217b-aaae-8393-9cb8ad90a9c2,9,0,1,2,1,30,4,3,9,0,1,4,1,10,4,3,7,0,0,3,1,50,4,3,NA,NA,NA,NA,NA,NA,NA,NA,2023,4,5,0,0,10,2,1,6,4,3,4,4,1,1,100,8,1,8,4,4,4,1,NA,60,5,1,5,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA
0.725077784,646d252a-2759-8b1d-f4cc-f2313682d3be,3,0,0,4,0,0,1,1,2,0,0,2,1,0,3,2,3,0,0,3,1,30,4,3,NA,NA,NA,NA,NA,NA,NA,NA,2023,3,3,0,0,0,0,1,2,1,1,1,4,0,0,20,2,0,3,1,2,2,0,0,0,0,0,0,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA
0.619593056,646d2538-eb35-763c-3a9b-ee72f1383008,6,0,1,1,1,70,4,3,9,0,1,1,1,70,5,4,7,0,0,2,1,20,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2023,4,4,0,1,50,1,1,9,5,2,4,3,0,1,70,5,1,7,3,4,3,0,0,20,4,1,5,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA
0.700071913,646d2539-0535-26d2-b1e4-11e6c2da0a77,4,0,0,2,0,NA,1,1,3,0,0,3,0,0,1,1,3,0,0,3,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,2,1,0,0,0,3,0,3,1,1,1,1,1,1,70,6,1,6,3,3,2,0,0,0,4,0,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
0.814352275,646d253a-40c6-0033-d7f5-8acd5f9bd12d,0,0,0,2,0,30,3,4,0,0,0,0,0,0,3,3,5,0,0,5,1,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2023,4,4,0,0,0,3,0,0,1,1,3,3,1,1,60,5,0,5,3,3,2,0,0,0,6,0,5,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA
1.041038519,646d253c-8b78-ba33-43fa-5e84ed53f17e,5,0,1,1,1,100,2,4,7,0,1,5,1,60,3,3,4,0,0,4,1,30,5,2,NA,NA,NA,NA,NA,NA,NA,NA,2023,5,2,0,0,60,0,1,6,3,1,5,5,0,1,30,7,1,5,5,3,5,0,0,0,3,0,5,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA
0.551695779,646d2541-cfc7-03f2-7e56-2ca555ece135,2,0,0,1,0,NA,3,2,1,0,0,1,1,0,4,1,0,0,0,0,1,0,4,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,4,5,0,0,0,1,1,0,5,1,5,3,0,1,10,2,1,4,4,3,4,1,NA,0,3,1,1,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA
0.860401238,646d2545-08be-ae5f-efa3-3fe2fdeb61df,8,0,NA,3,1,NA,5,1,10,0,1,5,1,0,5,1,0,0,0,0,1,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,5,5,0,0,0,0,1,0,5,5,5,5,1,1,100,4,1,8,3,3,3,0,0,0,0,1,2,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA
0.687176354,646d254b-b209-1619-c088-4ce992db7819,1,0,0,1,0,NA,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,1,1,0,0,0,0,0,0,1,1,1,1,1,NA,100,0,0,0,5,5,3,0,0,20,0,0,0,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA
1.627502485,646d254c-4e4b-5146-5763-42b81f966b7b,3,0,NA,4,0,70,2,2,4,0,0,3,0,0,2,1,6,0,0,8,1,70,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2023,1,1,NA,NA,0,0,0,3,2,2,1,2,1,NA,80,3,0,8,2,2,2,0,0,0,2,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1.281170634,646d254c-a839-046b-2e00-11c63a8150dc,2,0,1,2,0,80,3,5,1,0,0,0,0,0,3,3,2,0,0,0,1,10,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2023,5,5,0,0,0,0,1,0,3,1,4,3,0,0,50,5,0,5,2,2,3,0,0,0,0,0,0,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA
1.370696638,646d254f-196c-4ad7-9a15-503a017df86a,5,0,0,1,1,30,3,3,6,0,0,3,1,0,1,1,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,4,4,0,0,0,0,0,0,1,1,1,1,0,0,10,4,0,2,2,2,2,0,0,0,5,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
3.745690677,646d2553-7c9d-5650-75cb-ec0ac35bd697,2,0,1,2,1,30,3,3,2,0,0,2,1,10,4,1,4,0,1,4,1,20,4,3,NA,NA,NA,NA,NA,NA,NA,NA,2023,4,3,0,0,20,0,1,5,5,2,4,4,0,0,0,2,0,2,1,1,1,0,0,0,5,1,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA
0.538859674,646d2554-de0a-c34a-a487-5223ecbea2dd,2,0,0,0,0,NA,1,1,0,0,0,0,0,0,1,1,5,0,0,2,1,80,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2023,3,1,0,0,50,0,0,0,1,1,1,3,0,0,30,3,1,10,4,3,3,0,0,50,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
0.942237301,646d255a-2ed6-6443-d918-8be7859fdcbd,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
0.474854315,646d2560-3358-2124-2417-36e7616b8034,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
0.906955645,646d2561-b003-5845-e510-a3a35ecfce90,6,0,1,0,1,60,2,3,2,0,0,1,1,0,1,1,1,0,0,1,0,10,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,3,2,0,0,0,0,0,0,1,1,1,3,1,1,50,7,1,5,3,3,2,0,0,0,1,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
0.992163457,646d2563-bc6b-e95e-6cfe-16b85d8f01f7,5,0,1,3,1,50,4,4,3,0,0,2,1,0,3,1,2,0,0,2,1,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,4,3,0,0,0,2,0,2,3,1,3,2,1,1,100,7,1,7,5,5,4,0,0,0,2,0,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA
1.815708365,646d2565-a314-e4a5-c665-798f06acd8b7,5,0,1,3,1,20,3,3,4,0,0,3,1,10,5,3,1,0,0,2,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2023,4,4,0,0,10,2,1,2,3,2,4,4,0,0,20,3,0,2,1,2,2,0,0,10,3,0,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA
1.516396961,646d2574-e3f0-c97c-3f16-69e852141111,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,2,0,1,1,1,1,0,0,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1.404764975,646d2577-e24f-60fb-403d-a1a1cabd1d26,0,0,0,0,0,10,2,3,10,0,0,0,1,10,5,1,2,0,0,0,1,10,5,4,NA,NA,NA,NA,NA,NA,NA,NA,2023,5,5,0,0,0,2,1,10,5,1,5,5,0,0,30,9,0,5,3,5,3,0,0,10,0,0,0,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA
0.44640604,646d2583-de78-f044-81a6-82f656285ccf,0,0,0,1,0,0,2,1,0,0,0,2,0,0,3,1,1,0,0,1,0,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,2,3,0,0,0,1,0,0,3,1,2,3,0,0,10,3,0,0,2,3,4,1,NA,100,6,0,0,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA
0.616793395,646d258b-2959-9de7-41a4-8c3349fac163,3,0,0,0,1,NA,3,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,5,2,NA,NA,0,0,0,0,2,1,2,1,0,0,0,0,0,0,1,1,1,1,NA,100,0,1,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA
1.104012392,646d2595-d993-59ad-ab6f-1d4aec1b8292,9,0,1,6,1,50,4,4,9,0,1,3,1,50,4,4,10,0,0,1,1,50,5,2,NA,NA,NA,NA,NA,NA,NA,NA,2023,5,5,0,1,0,1,1,9,5,1,5,5,0,0,60,2,1,9,4,4,4,0,1,50,2,1,9,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA
3.678706398,646d25a3-3960-e498-04b4-fe60a94ba041,0,0,NA,0,0,NA,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,1,1,0,0,0,2,0,0,1,1,1,1,0,0,0,2,0,0,1,5,4,0,0,0,0,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1.472749825,646d25a7-a998-9917-5e4a-c729f9da3a43,2,0,0,5,0,30,4,3,2,0,0,4,0,50,3,3,3,1,NA,4,0,40,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2023,3,3,NA,NA,30,4,0,2,3,3,4,3,0,0,50,1,0,6,3,2,4,0,0,30,3,0,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA
0.580679116,646d25a7-beb1-c9db-cd0f-4b2e47b4eb06,3,0,0,3,0,10,2,1,6,0,1,1,1,40,3,3,1,0,0,2,0,10,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,3,5,0,0,20,3,0,4,3,3,3,3,0,0,30,5,0,4,5,3,5,1,NA,30,3,0,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA
0.422859098,646d25b2-387c-f02a-8109-805f99611053,0,0,NA,0,0,NA,1,1,1,0,0,0,1,10,1,1,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,1,3,0,0,0,0,1,1,3,2,2,1,0,0,30,2,0,2,4,3,3,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
0.631296989,646d25c2-d0da-e180-7f38-963d471422c3,3,0,1,0,1,60,4,1,3,0,1,0,1,30,4,1,2,0,0,0,1,80,5,2,NA,NA,NA,NA,NA,NA,NA,NA,2023,4,2,0,0,20,1,1,3,5,1,3,3,1,NA,100,2,1,2,5,5,4,0,0,0,2,1,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA
0.61586605,646d25c4-6af0-a8ec-08e0-a3d9bf147d12,3,0,NA,1,0,0,2,3,4,0,1,5,1,0,4,1,7,0,0,4,1,40,4,3,NA,NA,NA,NA,NA,NA,NA,NA,2023,3,4,0,0,0,0,1,0,4,1,4,3,0,0,50,3,1,4,3,4,2,0,0,0,5,1,6,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA
0.660990124,646d25cd-872f-c6ee-a724-5a02fea3e4e9,4,0,0,0,1,0,2,2,3,0,0,4,0,30,3,3,4,0,0,3,0,20,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2023,3,3,NA,NA,40,4,0,4,3,2,3,3,0,1,30,4,1,6,4,3,3,0,0,10,1,0,6,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA
1.745802467,646d25d5-d411-6d6d-3f22-2fb9d4370997,3,0,1,2,0,70,4,4,4,1,NA,5,1,50,5,4,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,2,5,0,0,20,0,1,2,3,1,3,1,0,0,30,3,0,4,3,3,3,0,1,40,4,1,3,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA
0.660457466,646d25dc-544a-5a2c-073d-c246e05bbdcb,2,0,0,1,1,10,2,1,3,0,1,1,1,0,3,1,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,4,3,0,0,0,0,1,1,2,1,3,1,1,1,70,5,1,4,3,3,2,0,0,0,1,0,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
0.394131286,646d25df-851f-bc1a-de39-5d28efb3d7e7,2,0,0,0,1,10,4,2,1,0,0,1,1,0,5,2,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2023,4,5,0,0,0,0,1,1,3,1,3,1,0,1,10,0,1,0,4,3,1,0,0,0,3,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
1.733949648,646d25df-c86f-2313-c3de-2b17685a6c27,2,0,0,1,0,10,3,3,3,0,1,2,1,10,3,3,2,0,0,1,1,10,5,5,NA,NA,NA,NA,NA,NA,NA,NA,2023,4,5,0,0,0,1,1,1,4,3,5,5,0,1,40,3,1,3,3,3,3,1,NA,40,5,1,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA
