RID,important,worry,personal,future,segment
68950137-dea1-ca8e-5c0f-4011b5a81fe6,Somewhat important,Not very worried,Only a little,A moderate amount,Cautious
68950139-49e8-9450-b50b-069cb0c485d0,Not too important,Not at all worried,Only a little,Only a little,Doubtful
6895013e-2fd0-767b-f9ec-31e151bcdfec,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895013e-5833-872c-0358-bae3e898a96b,Not at all important,Not at all worried,Not at all,Only a little,Doubtful
6895014a-b416-dd40-b61c-e17f1f9d76fc,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895014c-64e8-3947-fbdc-23ee3bb39370,Not too important,Not very worried,Only a little,A moderate amount,Cautious
6895014e-46a0-fa44-d69e-e7c585d2bb72,Somewhat important,Somewhat worried,Only a little,A great deal,Concerned
6895014f-3181-136a-d033-5c74780789e3,Somewhat important,Somewhat worried,Only a little,A great deal,Concerned
68950151-8365-c2fb-269f-318d50a36224,Not too important,Not very worried,Only a little,A moderate amount,Cautious
68950162-6238-c85b-c20e-879a97fbc89f,Somewhat important,Not very worried,Only a little,Only a little,Cautious
68950168-5777-e543-0e85-3c6057548b95,Extremely important,Not very worried,Only a little,Only a little,Cautious
68950169-75a0-8dc7-381a-9347f1d148a8,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6895016d-ad8e-31e5-aefa-822363854b35,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
68950182-bf64-2f55-f682-752757331df1,Extremely important,Very worried,A great deal,A great deal,Alarmed
68950184-3b85-e142-e616-d57e958876c1,Extremely important,Not very worried,A moderate amount,A moderate amount,Cautious
68950189-f821-d3a0-949c-294f7817f406,Somewhat important,Somewhat worried,Only a little,A great deal,Concerned
6895018a-1338-dbc5-83ef-0e10f03a33d2,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6895018d-582f-a865-1456-d75d8b75d71d,Very important,Very worried,A great deal,A great deal,Alarmed
68950190-042a-ac8a-4d64-a35209dc5dce,Somewhat important,Somewhat worried,Don't know,Don't know,Disengaged
68950192-32ca-a11f-4e75-8e643f394e49,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
68950195-7d94-7c57-16a4-59a8564c42ba,Not too important,Not very worried,Only a little,Only a little,Doubtful
68950198-4fca-72c1-9d11-9e97ecd6ad82,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
689501a1-e7a5-0b90-fd71-fc14b9b54a58,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
689501af-f178-8157-b05c-be15b876afe8,Extremely important,Very worried,A great deal,A great deal,Alarmed
689501d1-c08f-490c-5998-b2175c58982c,Not too important,Not at all worried,Not at all,Only a little,Doubtful
689501d7-e8f4-cade-c4f8-1d61b0dd21c7,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
689501e1-6ef5-dc1e-99d3-5300080d2992,Not too important,Not at all worried,Not at all,Not at all,Dismissive
689501e2-178b-1285-71e7-eb8dcf4013ee,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
689501e3-e769-bc6f-296d-4b138623dbb6,Not too important,Not very worried,Not at all,Not at all,Dismissive
689501ec-6def-4141-83f6-eccfa745d298,Not too important,Not very worried,Not at all,Only a little,Doubtful
689501ef-23d8-8408-b250-3f1839426267,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
689501fd-ffc1-72f1-16a0-e1d6186ef541,Extremely important,Very worried,A great deal,A great deal,Alarmed
68950200-9787-e2c4-49b5-2498ea0704cc,Very important,Somewhat worried,Only a little,A great deal,Concerned
68950207-bcfc-a336-61e2-99e2ac8b30b7,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6895020d-a3cf-798f-e0d2-43d91fbe8d11,Not too important,Not at all worried,Don't know,Only a little,Doubtful
68950223-f2ab-205d-b887-b1b4d407b5d7,Very important,Somewhat worried,A great deal,A great deal,Alarmed
6895022a-6794-eee3-182e-18a0989ab8d8,Somewhat important,Not very worried,Only a little,A moderate amount,Cautious
68950230-cf15-dde3-009e-2b56f24609db,Very important,Very worried,A moderate amount,A great deal,Alarmed
68950233-bca1-738f-26a9-739ee8f87103,Not too important,Not very worried,A moderate amount,A great deal,Cautious
68950235-3227-4c32-766d-022e05015fe9,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6895023a-5ae6-a7e4-7986-e59dbdfa8c55,Very important,Very worried,A great deal,A great deal,Alarmed
6895023f-c899-dc11-0886-7ea925d201ba,Somewhat important,Somewhat worried,Only a little,A great deal,Concerned
6895d92d-ab8b-fdea-06b6-6f9ba30b1e2c,Very important,Very worried,A great deal,A great deal,Alarmed
6895d93e-25dc-28cd-08dd-c53bbaf2ea40,Very important,Very worried,A great deal,A great deal,Alarmed
6895d940-8b53-b172-eb84-823ae1c1d332,Not too important,Not very worried,Not at all,Only a little,Doubtful
6895d940-b556-33f4-7404-ac33152af06b,Not at all important,Not at all worried,Not at all,Only a little,Doubtful
6895d944-bfc6-7edf-22b8-8a4485a3a5ca,Not too important,Not very worried,Not at all,Only a little,Doubtful
6895d948-01f2-8813-402f-3b6811b436fd,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895d94c-8005-f49f-a7c4-d867e47f7edb,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895d953-d637-2632-8cd3-6fc63cb3fd68,Very important,Very worried,A great deal,A great deal,Alarmed
6895d956-ba2d-7801-25d6-1b71b6e5c7b5,Somewhat important,Somewhat worried,Only a little,A great deal,Concerned
6895d95d-b2d3-188c-983c-bfe431e67e8f,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6895d964-10df-7842-60da-f3aab835baf3,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6895d96c-2d67-7d69-e469-f0b86fc34322,Very important,Very worried,A great deal,A great deal,Alarmed
6895d97d-691a-d492-ee75-647b3843080b,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6895d97e-9e24-0199-d462-333a41b5e7b2,Very important,Very worried,A great deal,A great deal,Alarmed
6895d98f-d9ef-c343-45c6-5efa395226e3,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6895d99b-5609-3566-eb5b-960cbbb39490,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6895d99b-6d26-c811-ed3f-cac83b552b51,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
6895d9a0-e2ce-d508-e517-93c40ed7b325,Not too important,Not at all worried,Don't know,Don't know,Doubtful
6895d9ac-4876-5fb0-5555-4ebb3faf527b,Somewhat important,Somewhat worried,Don't know,A great deal,Concerned
6895d9ac-ef94-708e-56b3-f2a0ee4af7bf,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6895d9b0-0e8e-a3a4-cf7d-45d49cc773f1,Very important,Very worried,A moderate amount,A moderate amount,Concerned
6895d9bd-6bef-784f-abd5-0d2aed70872a,Somewhat important,Somewhat worried,Only a little,A great deal,Concerned
6895d9c2-49e4-046a-76b6-ff85f25702ec,Not too important,Not very worried,Only a little,Only a little,Doubtful
6895d9c3-2354-f0f6-b430-e82bc68c4964,Not too important,Not very worried,Don't know,Don't know,Disengaged
6895d9c8-36b1-0ff2-8762-5a733c72c604,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6895d9d4-1f8b-a2ee-79d8-7b2fd24f4617,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
6895d9d9-5d39-3ae5-5d07-5726da74a4a1,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6895d9e0-486e-d2fa-4825-d0e7e723256d,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6895d9e4-5b29-412e-7049-0bf5868a4c67,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6895d9e6-80c0-c208-308c-030d6014ab4c,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6895d9e7-0fbc-46cf-deb8-732b827a20cb,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6895d9ec-3ef2-4c3c-9941-6fad8f34f4e2,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6895d9ec-a239-7e98-b2cc-de04f3709f52,Extremely important,Somewhat worried,A moderate amount,A great deal,Alarmed
6895d9f3-2112-40a1-eac6-618144d2ebb7,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6895d9fb-6cc6-540a-bfc3-59c821a660df,Not too important,Not at all worried,Not at all,A moderate amount,Doubtful
6895da07-c78a-572d-0ac8-89b89be23cb6,Somewhat important,Not at all worried,Not at all,Only a little,Doubtful
6895da13-a9b5-f4a4-f7d5-560a65f0692d,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
6895da15-76cf-5a4f-1028-d4ceb91e6cf1,Somewhat important,Somewhat worried,Only a little,Only a little,Cautious
6895da25-4141-a851-39be-ad99220b5ac2,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6895da26-18ae-7ed2-da9b-af5e59880979,Not too important,Not very worried,Only a little,Only a little,Doubtful
6895da2e-47b7-a160-b4bc-90ccf7ace246,Not too important,Not very worried,Only a little,Only a little,Doubtful
6895da37-62d2-0285-c0fa-2f4ad71e97dd,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895da3b-20ee-de89-df99-08376a0dedcf,Not too important,Not very worried,Only a little,A moderate amount,Cautious
6895da42-a3bd-2c7c-e020-731ff1c8d199,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895da45-4fef-81a8-7902-02cdf969f0d5,Not too important,Not very worried,Only a little,A moderate amount,Cautious
6895da51-58cd-57a8-96cd-f0ce30cba4ba,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6895da54-5530-da01-52c4-959721bc0177,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6895da56-8726-09b6-74ba-8e489fd78105,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6895da58-88fc-f4b9-65ad-841988438dd2,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6895da58-ba9f-5fa1-79e0-ba04e20b9da2,Not too important,Not very worried,Don't know,Don't know,Disengaged
6895da94-0ee2-c40f-b7d9-af295b8228eb,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6895da9d-47ef-00bd-c3f0-bf9bd53f1d16,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6895da9d-b57e-0d65-03cd-356ec7cbea60,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6895dacb-6592-0339-9187-894b19cdf5ad,Not too important,Not very worried,Not at all,Don't know,Doubtful
6895dad5-7b79-9516-7b4a-c97d7a610d67,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895dadd-920a-5a8b-550b-99ffc6026405,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
6895daf5-0427-617d-12be-f50b87649a22,Somewhat important,Somewhat worried,Only a little,A great deal,Concerned
6895daf5-4c4c-3dbe-bbe0-704081297ddd,Very important,Very worried,A moderate amount,A great deal,Alarmed
6895daf9-4b57-fe08-8199-821280e2a913,Extremely important,Somewhat worried,A moderate amount,A great deal,Alarmed
6895db7f-afa0-dd28-a8fb-8c557215256b,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6895dbb8-74d4-a263-ac23-720c022517b8,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895dbca-559e-7901-ed71-22872e88219e,Very important,Somewhat worried,Only a little,A great deal,Concerned
6895dbe6-7903-56ce-535e-dd12859995bf,Somewhat important,Somewhat worried,A great deal,A great deal,Concerned
6895dbf6-cd43-0da4-03e3-fafc02324f34,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895dc09-7e20-f33c-bba9-30b101513389,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
6895dc15-51a9-c517-fbb8-0db02aef5e3c,Not too important,Not very worried,Not at all,Only a little,Doubtful
6895dc18-2629-6705-233f-8cf17ca6e4a1,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6895dc23-b721-0db9-b02c-a32fee22e87f,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6895dc2e-d25d-c3e0-95e3-d4689cb0021d,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6895dc40-50ef-2a4c-9828-961b295e4eb4,Somewhat important,Not very worried,Only a little,A moderate amount,Cautious
6895dc4c-81a2-8628-52bf-05ca1f35cccd,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6895dc4d-8811-04eb-381e-a2ae25bf95b4,Not at all important,Not very worried,Only a little,A moderate amount,Cautious
6895dc53-77e6-646e-0978-309486af579f,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6895dc5f-97d4-78a3-d041-c5cefeba0b81,Somewhat important,Not very worried,Only a little,A great deal,Concerned
6895dc5f-db7b-119f-2d7f-2f144e270ef7,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6895dc62-179c-5e18-c267-28058517d975,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6895dc88-9b80-c629-304f-136340328fec,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6895dc8d-0ad3-6a1a-14e8-649d0d622f6a,Somewhat important,Not very worried,Only a little,A moderate amount,Cautious
6895dc8d-21f1-2e37-a094-071c57438d5e,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6895dc96-35d5-4f2e-a3c7-828459475a97,Very important,Somewhat worried,Only a little,A great deal,Concerned
6895dc97-fa66-1271-8220-18b4a0cb91ff,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6895dca2-9c35-9883-2cab-8c9b18b5dbd6,Somewhat important,Somewhat worried,Only a little,A great deal,Concerned
6895dca9-7226-cea0-ea8e-1d49b68c0003,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895dcb0-0737-4977-2d12-84596fd0e540,Not too important,Not very worried,Don't know,Don't know,Disengaged
6895dcb9-4b93-08a1-35f2-30a48e889729,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6895dcc5-03b1-a840-b723-7cd2c0750500,Not too important,Not at all worried,Not at all,A moderate amount,Doubtful
6895dcef-b581-d633-d698-453efac490d2,Somewhat important,Somewhat worried,A great deal,A great deal,Concerned
6895dcf4-0f8b-9db7-0a8c-354be191c0df,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895dd0b-3eb5-4478-d200-9c218cf3556a,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895dd22-9296-a402-c760-3c682f5ec40a,Somewhat important,Not very worried,Only a little,Only a little,Cautious
6895dd23-e55c-be97-0988-929a8d4bad80,Somewhat important,Somewhat worried,Don't know,Don't know,Disengaged
6895dd2d-837e-bdff-23d9-04ee8b311b62,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6895dd4b-012b-5644-a7d1-a167cf31a51c,Not at all important,Not at all worried,Not at all,Only a little,Doubtful
6895dd4c-34a8-878a-23b6-54468d9b7971,Very important,Very worried,A moderate amount,A great deal,Alarmed
6895dd5a-63af-4bc6-2fe5-3f031583068d,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6895dd61-23a7-4471-7cb6-cb0881b47d11,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6895dd65-b4d2-41d7-336c-71e34ecfaf67,Somewhat important,Somewhat worried,Don't know,A moderate amount,Concerned
6895dd69-f22e-1345-a7f5-0bb733ab5cf6,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895dd6d-2488-03c1-63f7-07f0daa7d590,Very important,Very worried,A moderate amount,A great deal,Alarmed
6895dd6e-a0a7-a5a0-aac9-a27c4dd9168c,Very important,Somewhat worried,A great deal,A great deal,Alarmed
6895dd6f-f47f-eba7-d4d6-172f5ec7068f,Very important,Very worried,A moderate amount,A great deal,Alarmed
6895dd78-7cba-8ead-47aa-ae731c6e6c2d,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6895dd83-5615-a898-e6c7-142142e18830,Very important,Somewhat worried,Only a little,A moderate amount,Concerned
6895dd87-e922-c487-a1fa-e79a7c6b47d5,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6895dd8c-7ecc-c704-ee4f-1b8df13e8c41,Very important,Somewhat worried,Not at all,A great deal,Concerned
6895dd8c-7fcc-0f80-141e-a19f2042a032,Somewhat important,Not very worried,Not at all,Not at all,Dismissive
6895dd92-0760-1d58-a1ad-fa3f6166ec81,Very important,Very worried,A moderate amount,A great deal,Alarmed
6895dda7-1012-3231-2205-39ffe7b6f0f3,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895ddb0-bfb2-9315-c19b-cd340988b181,Not too important,Not very worried,Don't know,Only a little,Doubtful
6895ddc5-09bb-a0ef-285d-4ae93076e08d,Somewhat important,Somewhat worried,Don't know,Don't know,Disengaged
6895ddc6-fc1d-97a3-68b2-de8de5a87fa5,Not too important,Not very worried,Not at all,Only a little,Doubtful
6895ddc9-0b81-54fd-7ce6-afced6aef009,Extremely important,Somewhat worried,A great deal,A great deal,Alarmed
6895dddf-1fb5-36d2-33e7-0e9eb7f3f0de,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6895dde2-1b4e-8831-f7be-e13fab48112c,Somewhat important,Not very worried,Only a little,Only a little,Cautious
6895ddef-7f81-8893-112d-60666a74320b,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6895ddfb-ddd6-082c-c2fe-761919513a0c,Somewhat important,Very worried,A great deal,A great deal,Concerned
6895de06-0308-871f-b105-32a15436828e,Not too important,Not very worried,Not at all,Only a little,Doubtful
6895de19-02d4-4c91-ca68-64722ff13a5e,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895de21-c8f4-7ab9-a64f-be30c03113e2,Somewhat important,Not very worried,Only a little,Only a little,Cautious
6895de23-02c7-1795-82cb-ca45646ad922,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6895de31-e58d-1392-2732-0eccfde333b3,Not too important,Not at all worried,Not at all,Don't know,Doubtful
6895de35-bfa1-79f7-11a7-87377182ea78,Extremely important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6895de37-5c0f-0dc7-5164-762248640c38,Very important,Very worried,A moderate amount,A great deal,Alarmed
6895de44-9948-48e6-76b2-4228c7ee3729,Somewhat important,Very worried,A moderate amount,A great deal,Concerned
6895de55-981f-32c2-3647-fdb6c04e02a0,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895de55-c490-3327-f35d-20ff707f4799,Very important,Somewhat worried,Only a little,A great deal,Concerned
6895de5d-3bd9-f7a7-e71b-15519267cefa,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6895de62-04f4-3e2f-c096-ee48bcf03fc8,Extremely important,Somewhat worried,A great deal,A moderate amount,Alarmed
6895de63-2216-61f2-419c-6ac04e28b19e,Extremely important,Not very worried,Not at all,Not at all,Dismissive
6895de6a-d040-d249-abe2-ae16098d1bb3,Somewhat important,Not very worried,Not at all,A moderate amount,Cautious
6895de7a-f34c-3f7d-3d96-52d64c7f269f,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6895deab-ba22-956f-a4b6-c5e543791f12,Very important,Very worried,A moderate amount,A moderate amount,Concerned
6895deba-ea22-13c2-3b99-891711ab800f,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6895dec7-8efc-5976-9e67-98f256faf78a,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6895ded3-1fea-43bd-f2f7-708eac0b78d1,Somewhat important,Not very worried,A moderate amount,A moderate amount,Cautious
6895ded6-6f95-65ca-b3b2-6855da782612,Very important,Somewhat worried,Only a little,A great deal,Concerned
6895dede-b708-060a-d798-200478f2e92e,Somewhat important,Not very worried,A great deal,A great deal,Cautious
6895dee2-942c-a90b-5885-c88d35fa6329,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6895dee8-4258-0a6c-13a0-1f5510fe947d,Extremely important,Somewhat worried,Only a little,A moderate amount,Concerned
6895def7-eb61-9d22-b4e4-485fa0d7f3f8,Not too important,Not very worried,Not at all,Not at all,Dismissive
6895defc-b564-7e44-069e-d39813fc67c2,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895df03-f8e3-1817-4ebb-c32f72f0600a,Very important,Somewhat worried,A moderate amount,Don't know,Concerned
6895df10-c55c-ac38-f331-8e1e8334edc5,Very important,Somewhat worried,Only a little,A great deal,Concerned
6895df11-af8f-392e-e8bf-4cf568b953a4,Very important,Somewhat worried,A great deal,A great deal,Alarmed
6895df1d-1398-8233-3842-f9e176223dec,Very important,Somewhat worried,Only a little,A great deal,Concerned
6895df32-c1e3-abaa-a520-1f3012e67fd9,Very important,Somewhat worried,Only a little,A moderate amount,Concerned
6895df38-caeb-8671-d9dc-bc4d26d08913,Somewhat important,Not very worried,Only a little,A moderate amount,Cautious
6895df42-a62a-ac0a-6c8a-95a042c17c06,Extremely important,Somewhat worried,A moderate amount,A great deal,Alarmed
6895df48-1be5-14e1-a330-e4abdb7a3a2a,Very important,Very worried,A moderate amount,A great deal,Alarmed
6895df54-294d-cc57-0707-c86db2d224c2,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895df62-c962-f799-7cb3-4e73f97d0c7a,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6895df73-541f-bd03-4693-48a9b2560a62,Not at all important,Not at all worried,Not at all,Don't know,Doubtful
6895df8a-1492-ab2f-822c-0bf54dc59771,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895df8b-b34c-6dc5-15e5-b04b8ad8f258,Very important,Somewhat worried,A moderate amount,A moderate amount,Concerned
6895df8c-cd1e-6cd3-1676-c6baecf58390,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6895dfe9-fbbb-2567-7551-99c3c5d7be74,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895dffc-48b3-5697-bd0b-9fe384ceaa25,Extremely important,Somewhat worried,Only a little,A great deal,Alarmed
6895dfff-40c3-f94e-2fd7-15cd3d2def57,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6895e001-327e-939b-ba08-d0992a468339,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895e026-be72-5dba-8064-ba96fe565a09,Very important,Very worried,A moderate amount,A great deal,Alarmed
6895e027-03fb-b048-95ff-505810660c22,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6895e028-711c-07cd-05cd-b9b6e1bbd8a6,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6895e04b-96ec-8e17-14de-41148c632b02,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6895e052-d6bf-d559-19bc-fce6a87428ab,Very important,Very worried,A moderate amount,A moderate amount,Concerned
6895e053-b705-7b69-a80d-3787cfb40fbc,Very important,Very worried,A great deal,A great deal,Alarmed
6895e078-b406-c99b-de1b-761056b13cdf,Somewhat important,Not very worried,Only a little,A moderate amount,Cautious
6895e0e9-e39c-d3c1-0036-4f438b4258c9,Somewhat important,Not at all worried,Don't know,Don't know,Disengaged
6895e0f2-4bd0-e1af-0c7e-fa68f1bdbaab,Not too important,Not very worried,Only a little,Only a little,Doubtful
6895e120-06ed-721f-50fb-5efd8ec892a7,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6895e134-e268-e6a6-9723-f58aa8fd09bd,Somewhat important,Somewhat worried,Only a little,A great deal,Concerned
6895e152-4980-5e5a-c8d5-23052199a1c3,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6895e17a-4d66-01de-2adf-d8f1316f4518,Very important,Not very worried,Not at all,Only a little,Doubtful
6895e17a-a11a-64fb-0087-6e92b2e9f3e8,Extremely important,Somewhat worried,A great deal,A great deal,Alarmed
6895e18b-0396-07d9-68f2-e6bf62e8ac0a,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895e19c-ff8f-c24d-9075-4038a3246b40,Very important,Very worried,A moderate amount,A great deal,Alarmed
6895e1a4-d391-e543-ef67-8554bf7f5d5e,Not too important,Not at all worried,Not at all,Don't know,Doubtful
6895e1a9-0194-e566-1a6e-1e35f570145e,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
6895e1c1-bad6-1dad-31a4-f7865be1cbab,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6895e1c9-2dec-10d4-f65d-daa416cd6bda,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
6895e1cb-c375-02ac-1bb6-7b6f0d4b0ceb,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6895e1e4-3fd4-dc58-acb8-2e81df33c69a,Not at all important,Not at all worried,Not at all,Not at all,Dismissive
6895e1fe-d0f8-de6a-75d0-513e20cd941a,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6895e203-e25a-56af-982d-56fb68d9a89e,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895e20c-2aec-5511-3ee8-72ea25a5f0d5,Somewhat important,Somewhat worried,A moderate amount,A great deal,Concerned
6895e214-52ae-5130-7c39-0c990a026030,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895e241-bfcd-d816-cddc-9f5425b49be6,Somewhat important,Somewhat worried,Only a little,Only a little,Cautious
6895e298-4348-230e-42b8-b49b655e88e0,Somewhat important,Somewhat worried,Don't know,Don't know,Disengaged
6895e2a2-e8b1-4f60-c289-225d7d26daf5,Extremely important,Very worried,A moderate amount,A great deal,Alarmed
6895e2a4-f44b-f275-453b-7b30a154415d,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6895e2a9-8710-3c03-edb7-c1c35d2dab57,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895e2b3-ed05-a906-821b-7740a5a2cc6c,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6895e2ce-c541-8e30-3528-a8bee35bd62a,Extremely important,Somewhat worried,Only a little,A moderate amount,Concerned
6895e2dc-1810-4168-2f88-6148d3fd4222,Somewhat important,Somewhat worried,Don't know,Don't know,Disengaged
6895e2e1-6399-0de3-ab8a-77253a3a455e,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895e2e1-8908-0e6d-bbf4-81fa5706e831,Somewhat important,Not very worried,Not at all,Only a little,Doubtful
6895e309-a909-db2d-6bb5-c61a72f44e22,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895e318-4e31-e0ee-f359-0625240f7e68,Extremely important,Somewhat worried,A great deal,A great deal,Alarmed
6895e323-ce13-527f-ce20-8e741beb2eff,Not at all important,Not at all worried,Not at all,A great deal,Doubtful
6895e323-d24c-6275-20bb-a8612e02ab30,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895e32a-88e1-8503-88fa-95b63a0f47aa,Very important,Somewhat worried,A great deal,A great deal,Alarmed
6895e334-281e-fba5-da8e-ebc681b4896e,Extremely important,Very worried,A great deal,A great deal,Alarmed
6895e335-bb9a-d2fe-4d02-5c3e4705f90a,Not too important,Somewhat worried,Not at all,Only a little,Cautious
6895e34a-4780-6b86-1782-c62a1e3701e3,Very important,Somewhat worried,Only a little,A great deal,Concerned
6895e35d-88ff-d5df-4375-37fb46b471cf,Somewhat important,Somewhat worried,Only a little,A moderate amount,Cautious
6895e369-7b69-c25b-6d93-1eb52cdd6d03,Very important,Very worried,A moderate amount,A great deal,Alarmed
6895e370-25f8-7731-b9fd-4bcc5d1418fb,Somewhat important,Somewhat worried,A great deal,A moderate amount,Cautious
6895e370-43a2-7736-1232-d2d4015c2b16,Very important,Somewhat worried,A moderate amount,A great deal,Concerned
6895e380-d996-4543-8619-7a81a814d2bc,Somewhat important,Not very worried,Not at all,Only a little,Doubtful
6895e385-b329-2aa5-b845-383317607d96,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Cautious
6895e38e-9ea2-f957-fe7c-9873a2eece45,Not too important,Not very worried,Don't know,Only a little,Doubtful
6895e392-a247-574f-dc4e-ad72599d64ce,Extremely important,Very worried,Only a little,A great deal,Alarmed
